"PID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","method","notes"
18,100,100,100,100,100,0,0,0,0,0,0,0,"Acanthurus xanthopterus","Palau","not specified","Fishbase","Exclusive economic zone",""
19,0,0,0,0,100,100,100,100,0,0,0,0,"Achirus fasciatus","USA","Chesapeake Bay","Fishbase","Hand-geocoded",""
20,0,0,0,0,0,0,0,100,0,0,0,0,"Achirus fasciatus","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
21,0,0,0,0,100,100,100,100,0,0,0,0,"Achirus fasciatus","USA","Gulf of Maine","Fishbase","ArcGIS geocoding","No available suitability"
22,0,100,100,100,100,0,0,0,0,0,0,0,"Agonus cataphractus","","North Sea","Fishbase","Multiple EEZs by FAO region",""
23,100,100,100,100,100,100,100,100,100,100,100,100,"Albula vulpes","USA","Florida","Fishbase","Hand-geocoded",""
24,100,100,100,100,100,100,0,0,0,0,100,100,"Albula vulpes","USA","South Florida (Feb 1989-Apr 1995)","Fishbase","Hand-geocoded",""
25,100,0,0,0,0,0,0,0,0,0,100,100,"Albula vulpes","","West Indies","Fishbase","Marine regions feature",""
26,0,0,100,100,100,100,100,100,100,100,100,100,"Alepes mate","Hawaii","Kane'ohe Bay","Fishbase","Hand-geocoded","No available suitability"
27,0,0,0,0,0,0,0,0,0,0,100,100,"Allocyttus niger","New Zealand","south Chatham Rise (Nov 1986)","Fishbase","Hand-geocoded",""
28,0,0,0,0,0,0,0,0,0,0,100,100,"Allocyttus niger","Australia","southern coasts and Tasmania","Fishbase","Hand-geocoded",""
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","India","-","Fishbase","Exclusive economic zone",""
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Kiribati","Abaiang","Fishbase","Hand-geocoded",""
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Kiribati","Abemama","Fishbase","Hand-geocoded",""
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Kiribati","Butaritari","Fishbase","Hand-geocoded",""
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Solomon Is.","Munda","Fishbase","Hand-geocoded","No available suitability"
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","New Caledonia","not specified","Fishbase","Exclusive economic zone",""
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Kiribati","Tarawa","Fishbase","Hand-geocoded",""
36,100,100,100,100,100,100,100,100,100,100,100,100,"Alosa alburnus","Kiribati","to be filled","Fishbase","Exclusive economic zone",""
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Solomon Is.","Tulagi","Fishbase","Hand-geocoded","No available suitability"
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alosa alburnus","Solomon Is.","Vona vona","Fishbase","Hand-geocoded","No available suitability"
39,100,100,100,100,100,100,100,100,0,0,100,100,"Alosa apicalis","Cuba","Cuba","Fishbase","Exclusive economic zone",""
40,0,0,0,0,100,100,0,0,0,0,0,0,"Alosa elongata","Russia","Sea of Japan","Fishbase","Marine regions feature","No available suitability"
41,0,0,0,0,0,0,100,0,0,0,0,100,"Alosa musica","Australia","Albany, Western Australia","Fishbase","Hand-geocoded","No available suitability"
42,0,0,100,100,100,0,0,0,0,0,0,0,"Alosa musica","Japan","central Honshu","Fishbase","Hand-geocoded",""
43,100,100,100,0,0,0,0,0,100,100,100,100,"Alosa musica","Peru","Ilo, Callao, Chimbote, Paita","Fishbase","Near-shore region",""
44,0,0,100,100,100,100,100,100,100,0,0,0,"Alosa musica","Australia","northern New South Wales","Fishbase","Hand-geocoded",""
45,0,100,100,0,0,0,100,100,100,0,0,0,"Alosa musica","Chile","Off Chile","Fishbase","Exclusive economic zone",""
46,100,100,100,100,100,100,0,0,0,0,0,0,"Alosa musica","USA","Point Conception to San Diego, California","Fishbase","Hand-geocoded",""
47,0,0,0,100,100,100,0,0,0,0,0,0,"Alosa musica","USA","San Pedro, California","Fishbase","Hand-geocoded",""
48,100,100,100,100,100,0,0,0,0,0,0,100,"Alosa musica","Australia","South Australia","Fishbase","ArcGIS geocoding",""
49,100,100,0,0,0,0,0,0,100,100,100,100,"Alosa musica","","southern Africa","Fishbase","Hand-geocoded",""
50,100,100,100,100,100,0,0,0,0,0,0,100,"Alosa musica","Australia","southern New South Wales","Fishbase","Hand-geocoded",""
51,100,100,0,0,0,0,0,0,100,100,100,100,"Alosa musica","Australia","Victoria","Fishbase","ArcGIS geocoding",""
52,0,0,100,100,100,100,100,100,100,0,0,0,"Alosa musica","Australia","Western Australia (south coasts)","Fishbase","Hand-geocoded",""
53,100,100,0,0,0,0,0,0,100,100,100,100,"Alosa pectinata","Brazil","Lagoa dos Patos","Fishbase","Hand-geocoded",""
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alphestes afer","","Caribbean sea","Fishbase","Marine regions feature",""
55,0,0,0,0,0,0,0,100,100,100,100,100,"Alphestes afer","Brazil","Pernambuco, 2008","Fishbase","Hand-geocoded",""
56,0,0,0,0,0,0,0,100,100,100,0,0,"Alphestes afer","Brazil","Pernambuco, 2009","Fishbase","Hand-geocoded",""
57,0,0,0,100,100,0,0,0,0,0,0,0,"Aluterus velutinus","Australia","South Australia","Fishbase","ArcGIS geocoding",""
58,0,100,100,100,100,0,0,0,0,0,0,0,"Amblygaster sirm","Sri Lanka","Negombo","Fishbase","Hand-geocoded",""
59,100,100,100,100,100,100,100,100,100,100,100,100,"Amblygaster sirm","Kiribati","to be filled","Fishbase","Exclusive economic zone",""
60,100,100,100,100,0,100,0,0,0,0,100,0,"Amblygaster sirm","India","Vishinjam","Fishbase","Hand-geocoded",""
61,0,0,0,100,100,100,0,0,0,0,0,0,"Amblygaster sirm","Sri Lanka","West coast","Fishbase","Hand-geocoded",""
62,100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes americanus","USA","Cape Cod","Fishbase","Hand-geocoded",""
63,0,0,0,0,0,100,100,100,0,0,0,0,"Ammodytes americanus","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
64,100,100,100,0,0,0,0,0,0,0,100,100,"Ammodytes americanus","USA","Lower Chesapeake Bay","Fishbase","Hand-geocoded",""
65,100,100,0,0,0,0,0,0,0,0,0,100,"Ammodytes immaculatus",NA,"Eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
66,100,0,0,0,0,0,0,0,0,0,0,100,"Ammodytes marinus","Norway","East Central Grounds (English Klondyke, East Bank, Inner and Outer shoal), 1997-1999; also coastal ground off SW Norway","Fishbase","Hand-geocoded",""
67,100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes marinus","","Eastern North Atlantic","Fishbase","Multiple EEZs by FAO region",""
68,100,100,0,0,0,0,0,0,0,0,100,100,"Ammodytes marinus","UK","North Sea","Fishbase","Multiple EEZs by FAO region",""
69,0,0,0,0,0,0,0,0,0,0,0,100,"Ammodytes personatus","Korea (South)","East coast, 1993-94","Fishbase","Hand-geocoded",""
70,100,100,100,0,0,0,0,0,0,0,100,100,"Ammodytes personatus","Korea (South)","Shinsudo, Sacheon, 1988","Fishbase","Hand-geocoded","No available suitability"
71,0,0,0,0,0,100,100,100,0,0,0,0,"Ammodytes semisquamatus",NA,"northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
72,0,0,0,0,100,100,0,0,0,0,0,0,"Amphichthys cryptocentrus","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
73,100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas lupus","","Northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
74,100,100,0,0,0,0,0,0,0,100,100,100,"Anarhichas lupus","Norway","Norway","Fishbase","Exclusive economic zone",""
75,100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas minor",NA,"North Sea","Fishbase","Multiple EEZs by FAO region",""
76,0,0,0,0,0,0,0,0,0,100,100,0,"Anarhichas orientalis","Russia","Primorye","Fishbase","Hand-geocoded",""
77,100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas steenstrupii",NA,"North Sea","Fishbase","Multiple EEZs by FAO region",""
78,100,0,0,0,0,0,0,0,0,100,100,100,"Anarhichas vomerinus","","Northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
79,100,100,0,0,0,0,0,0,0,100,100,100,"Anarhichas vomerinus","Norway","Norway","Fishbase","Exclusive economic zone",""
80,0,0,0,100,100,100,100,0,0,0,0,0,"Anchoa hepsetus","USA","Beaufort, North Carolina","Fishbase","Hand-geocoded","No available suitability"
81,0,0,0,0,0,100,100,100,0,0,0,0,"Anchoa hepsetus","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
82,0,0,100,100,100,0,0,0,0,0,0,0,"Anchoa hepsetus","USA","Tampa, Florida","Fishbase","Hand-geocoded","No available suitability"
83,0,0,0,0,100,100,100,100,100,0,0,0,"Anchoa mitchilli","USA","Chesapeake Bay","Fishbase","Hand-geocoded",""
84,100,100,100,100,100,100,100,0,0,0,0,0,"Anchoa mitchilli","Mexico","Laguna de Tamiahua, northern Mexico","Fishbase","Hand-geocoded","No available suitability"
85,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoa mitchilli","Mexico","Laguna de Términos","Fishbase","Hand-geocoded",""
86,0,0,0,0,100,100,100,100,0,0,0,0,"Anchoa mitchilli","USA","Mid-Chesapeake Bay","Fishbase","Hand-geocoded",""
87,0,0,0,100,100,100,100,100,100,0,0,0,"Anchoa mitchilli","USA","Near Beaufort, North Carolina","Fishbase","Hand-geocoded","No available suitability"
88,0,0,0,100,100,100,100,0,0,0,0,0,"Anchoa mitchilli","USA","Off North Carolina","Fishbase","Hand-geocoded",""
89,0,0,0,100,100,100,100,100,0,0,0,0,"Anchoviella compressa",NA,"California Current region","Fishbase","Marine regions feature",""
90,100,0,0,0,0,0,0,100,0,100,0,0,"Anchoviella curta","Costa Rica","Gulf of Nicoya","Fishbase","Hand-geocoded",""
91,0,0,0,0,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Italy","Adriatic","Fishbase","Multiple EEZs by FAO region",""
92,0,0,0,100,100,100,100,100,100,0,0,0,"Anchoviella guineensis","Italy","Adriatic Sea","Fishbase","Multiple EEZs by FAO region",""
93,0,0,100,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","France","Bay of Biscay","Fishbase","Multiple EEZs by FAO region",""
94,0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","","Bay of Biscay","Fishbase","Multiple EEZs by FAO region",""
95,0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay","Fishbase","Multiple EEZs by FAO region",""
96,0,0,0,100,100,100,100,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay, 1987","Fishbase","Multiple EEZs by FAO region",""
97,0,0,0,100,100,100,0,0,0,0,0,0,"Anchoviella guineensis","Spain","Bay of Biscay, 1989-1992","Fishbase","Multiple EEZs by FAO region",""
98,0,0,100,100,100,100,100,100,100,100,100,0,"Anchoviella guineensis","Spain","Bay of Cadiz (1989-1992)","Fishbase","Hand-geocoded","No available suitability"
99,0,0,0,0,100,100,100,100,0,0,0,0,"Anchoviella guineensis","Russia","Black Sea, Northwestern coast, 1987 -1992","Fishbase","Hand-geocoded",""
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anchoviella guineensis","Ghana","Ghana","Fishbase","Exclusive economic zone",""
101,0,0,100,100,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Spain","Gulf of Cadíz","Fishbase","Hand-geocoded","No available suitability"
102,0,0,100,100,0,100,100,100,0,0,0,0,"Anchoviella guineensis","Spain","Gulf of Cádiz","Fishbase","Hand-geocoded","No available suitability"
103,0,0,100,100,100,0,0,0,0,0,0,0,"Anchoviella guineensis","Portugal","Mira estuary, 1985-1992","Fishbase","Hand-geocoded","No available suitability"
104,0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella guineensis","Denmark","North Sea and Channel","Fishbase","Exclusive economic zone",""
105,0,0,0,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","","Northern Europe and Mediterranean","Fishbase","Multiple EEZs by FAO region",""
106,0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella guineensis","","southeastern part of North Sea","Fishbase","Hand-geocoded",""
107,0,0,100,100,100,100,100,100,0,0,0,0,"Anchoviella guineensis","Spain","southern Bay of Biscay, January 1987-December 1989","Fishbase","Hand-geocoded",""
108,0,0,0,0,100,100,100,100,100,100,0,0,"Anchoviella guineensis","Italy","Strait of Sicliy","Fishbase","Hand-geocoded",""
109,0,0,0,0,0,0,0,0,0,100,100,0,"Anchoviella guineensis","Italy","Trieste,  Adriatic Sea,1974-90","Fishbase","Hand-geocoded","No available suitability"
110,0,0,0,100,100,100,100,100,100,0,0,0,"Anchoviella guineensis","Croatia","Zrmanja River estuaury, Jan-Dec 2003","Fishbase","Hand-geocoded",""
111,0,0,100,100,100,100,100,100,100,100,0,0,"Anchoviella heteroloba","China","Daya Bay, Guangdong, 1985-86","Fishbase","Hand-geocoded",""
112,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Indonesia","Jepara, north Central Java, 1983-85","Fishbase","Hand-geocoded",""
113,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Philippines","Manila Bay","Fishbase","Marine regions feature",""
114,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Papua New Guinea","New Ireland","Fishbase","Hand-geocoded",""
115,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella heteroloba","Singapore","Straits of Singapore","Fishbase","Hand-geocoded",""
116,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella mauii","USA","California","Fishbase","Marine regions feature",""
117,0,0,0,0,0,100,100,100,0,0,0,0,"Anchoviella mauii","USA","North of Point Conception, California","Fishbase","Hand-geocoded","No available suitability"
118,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella mauii","USA","Southern California Bight","Fishbase","Hand-geocoded",""
119,100,100,100,100,100,100,100,100,100,100,100,100,"Anchoviella purpurea","Hawaii","Hawaii","Fishbase","Marine regions feature",""
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anguilla japonica","Micronesia","western Mariana Islands","Fishbase","Exclusive economic zone",""
121,0,0,0,0,0,100,100,100,0,0,0,0,"Anguilla obtusa","Portugal","Not stated.","Fishbase","Exclusive economic zone",""
122,0,100,100,0,0,0,0,0,0,0,0,0,"Anguilla rostrata","Canada","Ontario","Fishbase","Hand-geocoded","No available suitability"
123,100,0,0,0,100,100,100,0,0,0,0,0,"Anguilla rostrata","","Sargasso Sea","Fishbase","Marine regions feature",""
124,100,100,100,100,100,0,0,0,0,0,0,0,"Anguilla vulgaris","","Sargasso Sea","Fishbase","Marine regions feature",""
125,0,0,0,0,0,0,0,100,100,0,0,0,"Anisotremus virginicus","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
126,0,100,0,0,0,0,0,0,0,0,0,0,"Anoplopoma fimbria","Alaska","Bering Sea","Fishbase","Marine regions feature",""
127,100,100,0,0,0,0,0,0,0,0,0,0,"Anoplopoma fimbria","Canada","continental slope at depths generally exceeding 300 m","Fishbase","Bathymetry-based polygon",""
128,100,100,100,100,100,0,0,0,0,0,0,100,"Anoplopoma fimbria","Russia","Pacific off the North Kuril Islands and Southeast Kamchatka","Fishbase","Hand-geocoded",""
129,0,0,100,100,100,100,100,100,0,0,0,0,"Anthias anthias",NA,"Mediterranean and eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
130,100,100,0,0,0,0,0,0,100,100,100,100,"Aphanopus carbo","Madeira Is.","Funchal (May 1998-Dec 1999)","Fishbase","Hand-geocoded","No available suitability"
131,0,0,0,0,0,0,100,100,100,100,100,100,"Aphanopus carbo","Canary Is.","waters around the island (June 2004-Oct 2006)","Fishbase","Exclusive economic zone",""
132,100,100,100,100,0,0,0,0,0,0,100,100,"Aphanopus carbo","UK","West of British Isles","Fishbase","Hand-geocoded",""
133,100,100,0,0,0,0,0,0,100,100,100,100,"Aphareus rutilans","Vanuatu","Vanuatu","Fishbase","Exclusive economic zone",""
134,0,0,0,0,100,100,100,100,0,0,0,0,"Aphia minuta","","Adriatic Sea","Fishbase","Marine regions feature",""
135,100,100,100,100,100,100,100,100,100,100,100,100,"Aphia minuta","Spain","Alcudia Bay, Majorca (1985-1993)","Fishbase","Hand-geocoded",""
136,0,0,0,0,100,100,100,0,0,0,0,0,"Aphia minuta","","Black Sea","Fishbase","Multiple EEZs by FAO region",""
137,0,0,0,0,0,100,100,0,0,0,0,0,"Aphia minuta","","North Sea","Fishbase","Multiple EEZs by FAO region",""
138,0,0,100,100,100,100,100,100,0,0,0,0,"Aphia minuta","Italy","Northern Thyrrenian","Fishbase","Hand-geocoded",""
139,0,0,0,0,0,100,100,100,0,0,0,0,"Aphia minuta","Norway","Oslofjord","Fishbase","Hand-geocoded","No available suitability"
140,0,0,100,100,0,0,0,0,0,0,0,0,"Aphia minuta","Spain","Palma Bay, Majorca","Fishbase","Hand-geocoded","No available suitability"
141,0,0,0,0,100,100,100,0,0,0,0,0,"Aphia minuta","Bulgaria","Varna","Fishbase","Hand-geocoded",""
142,0,0,0,0,100,100,100,100,100,100,0,0,"Aprion virescens","Hawaii","no locality given","Fishbase","Marine regions feature",""
143,100,100,100,100,100,0,0,0,0,0,0,0,"Aprion virescens","Palau","not specified","Fishbase","Exclusive economic zone",""
144,100,0,0,0,0,0,0,0,0,0,100,0,"Aprion virescens","","Off East Africa","Fishbase","Multiple EEZs by FAO region",""
145,100,0,0,0,0,0,0,0,0,0,0,0,"Archosargus probatocephalus","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
146,0,0,100,100,0,0,0,0,0,0,0,0,"Archosargus probatocephalus","USA","USA coast","Fishbase","Exclusive economic zone",""
147,0,0,0,0,0,0,0,0,0,0,0,100,"Archosargus rhomboidalis","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
148,0,0,100,0,0,0,0,0,0,0,0,0,"Archosargus rhomboidalis","Haiti","Haiti","Fishbase","Exclusive economic zone",""
149,66,75,91,99,87,63,37,0,0,18,3,8,"Archosargus rhomboidalis","Mexico","Puerto Real Inlet, Terminos Lagoon, Southern Gulf of Mexico","Fishbase","Hand-geocoded","No available suitability"
150,0,0,0,0,0,0,0,0,0,0,100,100,"Arctoscopus japonicus","Korea (South)","In coastal Korean waters","Fishbase","Exclusive economic zone",""
151,0,0,0,0,0,0,0,0,100,100,0,0,"Arctoscopus japonicus","Russia","Peter the Great Bay","Fishbase","ArcGIS geocoding",""
152,0,0,0,0,0,0,0,0,0,0,100,100,"Arctoscopus japonicus","Russia","Primorye","Fishbase","Hand-geocoded",""
153,0,0,0,0,0,100,100,100,100,0,0,0,"Argentina pretiosa","Canada","British Columbia","Fishbase","Hand-geocoded",""
154,100,100,100,100,100,100,100,100,100,100,0,0,"Argentina pretiosa","","California Current region","Fishbase","Marine regions feature",""
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina pretiosa","USA","Washington","Fishbase","Hand-geocoded",""
156,100,100,100,100,100,100,100,100,100,100,100,100,"Argentina sialis","","California Current region","Fishbase","Marine regions feature",""
157,100,100,100,100,100,0,0,0,0,0,0,0,"Argentina sialis","USA","south of southern California to Oregon","Fishbase","Hand-geocoded",""
158,0,0,100,100,100,100,0,0,0,0,0,0,"Argentina silus","Norway","(shelf and slope >300 m depth), 1980-83","Fishbase","Bathymetry-based polygon",""
159,0,0,0,100,100,0,0,0,0,0,0,0,"Argentina silus","Denmark","north-eastern North Sea and Skagerrak-  the Norwegian Deep, 1984-87","Fishbase","Hand-geocoded",""
160,0,0,0,100,0,0,0,0,0,0,0,0,"Argyrops spinifer","Qatar","Arabian Gulf, Nov 1991-May 1993","Fishbase","Exclusive economic zone",""
161,100,0,0,0,0,0,0,0,100,100,100,100,"Argyrops spinifer","Oman","Arabian Sea, 2001-2002","Fishbase","Exclusive economic zone",""
162,100,100,100,100,0,0,0,0,0,0,0,0,"Argyrops spinifer","United Arab Em.","off Abu Dhabi, 2000-2003","Fishbase","Hand-geocoded","No available suitability"
163,0,0,0,0,100,100,100,0,0,0,0,0,"Argyrosomus regius","France","Bay of Biscay","Fishbase","Multiple EEZs by FAO region",""
164,100,100,100,100,100,0,0,0,0,0,0,0,"Argyrosomus regius","Canary Is.","Canary Islands","Fishbase","Exclusive economic zone",""
165,100,100,100,100,100,0,0,0,0,0,0,0,"Argyrosomus regius","Mauritania","Off west Africa","Fishbase","Hand-geocoded",""
166,0,0,0,100,100,100,100,0,0,0,0,0,"Argyrosomus regius","Tunisia","Southern Mediterranean","Fishbase","Exclusive economic zone",""
167,100,100,0,0,0,0,0,0,100,100,100,100,"Argyrozona argyrozona","South Africa","Cape (Ref. 3198)","Fishbase","Hand-geocoded",""
168,100,100,100,100,0,0,0,0,0,0,100,100,"Argyrozona argyrozona","South Africa","Tsitsikamma National Park","Fishbase","Hand-geocoded","No available suitability"
169,100,100,100,100,100,0,0,0,0,0,0,0,"Ariomma indicum","India","north Andhra Pradesh coast, 1976-79","Fishbase","Hand-geocoded",""
170,0,0,0,0,0,0,100,0,0,0,100,100,"Ariomma indicum","","Seamounts off southern part of  Africa","Fishbase","Marine regions feature","No available suitability"
171,0,0,0,100,100,100,100,100,0,0,0,0,"Arnoglossus laterna",NA,"North Sea and Mediterranean Sea","Fishbase","Multiple EEZs by FAO region",""
172,0,0,0,100,100,100,0,0,0,0,0,0,"Arripis georgianus","Australia","southern coasts","Fishbase","Hand-geocoded",""
173,100,100,0,0,0,0,0,0,0,0,0,100,"Atheresthes stomias","Alaska","Bering Sea and Aleutian Islands","Fishbase","Hand-geocoded",""
174,0,0,0,0,100,100,100,0,0,0,0,0,"Atherina boyeri","UK Engld Wal","Aberthaw Lagoon, Bristol Channel","Fishbase","Hand-geocoded",""
175,0,0,0,0,100,100,0,0,0,0,0,0,"Atherina boyeri","France","France","Fishbase","Exclusive economic zone",""
176,0,100,100,100,100,100,100,100,100,0,0,0,"Atherina boyeri","France","Mauguio, Pérols and Méjean lagoons (1992-1994)","Fishbase","Hand-geocoded","No available suitability"
177,0,0,0,100,100,100,100,0,0,0,0,0,"Atherina boyeri","","Mediterranean","Fishbase","Multiple EEZs by FAO region",""
178,0,100,100,100,100,100,0,0,0,0,0,0,"Atherina boyeri","Algeria","Mellah Lagoon, 2010-2011","Fishbase","Hand-geocoded","No available suitability"
179,0,0,100,100,100,100,100,0,0,0,0,0,"Atherina boyeri","Greece","Mesolongi & Etolikon lagoonal system (Apr 1989 - Jun 1990)","Fishbase","Hand-geocoded","No available suitability"
180,0,0,0,100,100,100,100,0,0,0,0,0,"Atherina presbyter",NA,"Channel","Fishbase","Multiple EEZs by FAO region",""
181,100,100,100,100,100,100,100,100,100,100,100,100,"Atlantoraja cyclophora","Brazil","Santa Catarina, 2004-2005","Fishbase","Hand-geocoded",""
182,0,0,100,100,100,100,100,100,0,0,0,0,"Atractoscion nobilis","USA","California","Fishbase","Marine regions feature",""
183,0,0,100,100,100,100,100,100,100,100,0,0,"Atractoscion nobilis","","Eastern Central Pacific","Fishbase","Hand-geocoded",""
184,0,0,100,100,100,100,100,100,100,100,100,100,"Atule mate","Hawaii","Kane'ohe Bay","Fishbase","Hand-geocoded","No available suitability"
185,0,0,0,100,100,100,100,100,100,0,0,0,"Auxis rochei","Turkey","Aegean and Mediterranean Seas, 1994-96","Fishbase","Multiple EEZs by FAO region",""
186,0,100,0,0,0,0,0,0,0,0,0,0,"Auxis rochei","USA","Cape Hatteras in North Carolina to Florida","Fishbase","Hand-geocoded",""
187,0,100,0,0,0,0,0,0,0,0,0,0,"Auxis rochei","Cuba","Cuba","Fishbase","Exclusive economic zone",""
188,0,0,100,100,0,100,100,100,0,0,0,0,"Auxis rochei","Mexico","Gulf of Mexico","Fishbase","Marine regions feature",""
189,100,100,100,100,100,100,100,100,0,0,100,100,"Auxis rochei","","northeastern Atlantic and Mediterranean","Fishbase","Multiple EEZs by FAO region",""
190,0,0,0,0,100,100,100,100,0,0,0,0,"Auxis rochei","Japan","Off southern Japan","Fishbase","Hand-geocoded",""
191,0,0,0,0,0,100,100,0,0,0,0,0,"Auxis rochei","Taiwan","Off Taiwan","Fishbase","Exclusive economic zone",""
192,100,100,100,100,100,100,100,100,100,100,100,100,"Auxis thazard","","Eastern Pacific","Fishbase","Multiple EEZs by FAO region",""
193,0,0,0,0,0,0,100,0,0,0,0,0,"Auxis thazard","Japan","Japan","Fishbase","Exclusive economic zone",""
