country,localities,address,confidence,quality,lat,lon,ne_lat,ne_lon,sw_lat,sw_lon
China,Yangtze River,Yangtze River,1,POI,31.786670000000072,121.14139000000011,35.78667000000007,125.14139000000011,27.786670000000072,117.14139000000011
France,Lower reaches of rivers,"Rivers, Val-Cenis, Savoie, Auvergne-Rhône-Alpes",7,Locality,45.23287000000005,6.910210000000063,45.242870000000046,6.920210000000063,45.22287000000005,6.9002100000000635
,Not specified,Specialied,7,POI,4.1406200000000695,-73.63918999999999,4.145620000000069,-73.63418999999999,4.13562000000007,-73.64418999999998
Portugal,Portugal,Portugal,1,Locality,39.59313904600003,-8.519812989999934,48.894139046000035,0.7811870100000657,30.29213904600003,-17.820812989999936
Russia,Northern Caspian,Caspian,7,POI,61.25467000000003,73.43158000000005,61.259670000000035,73.43658000000005,61.24967000000003,73.42658000000006
Kazakhstan,Northern Caspian,Kazakhstan,1,Locality,48.18310616400004,67.19504548200007,62.10910616400004,81.12104548200007,34.257106164000035,53.26904548200007
Russia,Eastern part at north end of Caspian,"North End, Connecticut",6,Locality,41.616760000000056,-72.87120999999996,41.63676000000006,-72.85120999999997,41.59676000000005,-72.89120999999996
,"Europe: Italy, Tunisia",Europe,7,POI,36.85147000000006,10.210080000000062,36.856470000000066,10.215080000000063,36.84647000000006,10.205080000000061
Germany,"Weser, Elbe und Ems rivers (Refs. 89634, 89642 )","Elbestraße & Emsstraße, 46487, Wesel, Büderich, Nordrhein-Westfalen",9,StreetInt,51.63564600000001,6.584120999999992,51.636646000000006,6.585120999999992,51.63464600000001,6.583120999999991
NA,Black Sea and Sea of Azov,"Sea, Pineleng, Minahasa, Sulawesi Utara",7,Locality,1.4226600000000644,124.80663000000004,1.4326600000000644,124.81663000000005,1.4126600000000644,124.79663000000004
Egypt,Gulf of Suez,Gulf of Suez,7,POI,29.981760000000065,32.52699000000007,29.986760000000064,32.53199000000007,29.976760000000066,32.521990000000066
South Africa,"Hout , Saldana and Stompneus Bays","Saldana, Hoedjes Bay, West Coast District Municipality, Western Cape",6,Locality,-33.01166999999998,17.944200000000023,-32.99166999999998,17.964200000000023,-33.031669999999984,17.924200000000024
Australia,New South Wales,New South Wales,1,Locality,-32.16302500799998,147.01743664200012,-25.299025007999976,153.88143664200012,-39.027025007999974,140.15343664200012
Mexico,Pacific coast of Baja California,Pacific Coast Magic,7,POI,32.52747000000005,-117.07271999999995,32.53247000000005,-117.06771999999995,32.52247000000005,-117.07771999999994
Russia,"Primorye, Sea of Japan","Primor'ye, Perm",7,Locality,57.268200000000036,54.964060000000075,57.278200000000034,54.97406000000007,57.25820000000004,54.95406000000008
NA,Caspian Sea (Volga),"Caspian Ave, Volga, South Dakota, 57071",9,StreetName,44.31876353639434,-96.90846681969569,44.31976353639434,-96.90746681969568,44.317763536394345,-96.9094668196957
,Caribbean sea,Caribbean Sea,1,POI,17.671980000000076,-77.18521999999996,37.671980000000076,-57.18521999999996,-2.328019999999924,-97.18521999999996
Brazil,"Pernambuco, 2008","Avenida Brasil 2008, Salgado, Caruaru, Pernambuco, 55016-360",9,StreetAddress,-8.264419654384085,-35.96033297859295,-8.263419654384085,-35.959332978592954,-8.265419654384084,-35.96133297859295
Brazil,"Pernambuco, 2009","Avenida Brasil 2009, Salgado, Caruaru, Pernambuco, 55016-360",9,StreetAddress,-8.264419555804212,-35.960332944706124,-8.263419555804212,-35.95933294470613,-8.265419555804211,-35.96133294470612
Sri Lanka,Negombo,Negombo,3,Locality,7.208340000000021,79.84993000000003,7.262340000000021,79.90393000000003,7.154340000000021,79.79593000000003
India,Vishinjam,"Vizhinjam, Kovalam, Neyyattinkara, Thiruvananthapuram, Kerala",7,Locality,8.38566000000003,76.99091000000004,8.39566000000003,77.00091000000005,8.37566000000003,76.98091000000004
Sri Lanka,West coast,Sri Lanka,1,Locality,7.617678409000064,80.69863241800005,9.186678409000063,82.26763241800005,6.048678409000064,79.12963241800004
Japan,"Nagahama Beach, Okinawa (July-October 1996)",Nagahama Beach,4,POI,26.705758496000044,127.9468335360001,26.755758496000045,127.9968335360001,26.655758496000043,127.8968335360001
USA,Cape Cod,Cape Cod,1,POI,41.70011000000005,-70.03278999999998,43.70011000000005,-68.03278999999998,39.70011000000005,-72.03278999999998
USA,Lower Chesapeake Bay,Chesapeake Bay,1,POI,37.00255000000004,-76.04735999999997,57.00255000000004,-56.04735999999997,17.002550000000042,-96.04735999999997
Russia,Gulf of Anadyr,Gulf of Anadir,1,POI,64.00000000000006,-177.99999999999997,74.95000000000006,-167.04999999999998,53.050000000000054,-179.9
Alaska,Kodiak I.,"Kodiak, Alaska",5,Locality,57.79517000000004,-152.39468999999997,57.83117000000004,-152.35868999999997,57.75917000000004,-152.43068999999997
Russia,Laperuza Strait,Laperuza protoka,1,POI,45.75000000000006,142.0000000000001,60.75000000000006,157.0000000000001,30.750000000000057,127.00000000000011
Russia,North Kurils,"Kurily, Demidovskiy rayon, Smolenskaya oblast'",7,Locality,55.57755000000003,31.81764000000004,55.58755000000003,31.82764000000004,55.56755000000003,31.80764000000004
Russia,Sea of Okhotsk,"Okhotsk, Okhotskiy rayon, Khabarovskiy kray",4,Locality,59.36320000000006,143.24075000000005,59.40420000000006,143.28175000000005,59.322200000000066,143.19975000000005
Russia,South Kurils,"Kurily, Demidovskiy rayon, Smolenskaya oblast'",7,Locality,55.57755000000003,31.81764000000004,55.58755000000003,31.82764000000004,55.56755000000003,31.80764000000004
NA,Eastern Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
NA,North Sea,"North Sea, Town of Southampton, New York",7,Locality,40.93082000000004,-72.41699999999997,40.94082000000004,-72.40699999999997,40.92082000000004,-72.42699999999998
Norway,"East Central Grounds (English Klondyke, East Bank, Inner and Outer shoal), 1997-1999; also coastal ground off SW Norway","East Central, District of Columbia",6,Locality,38.90011000000004,-77.01219999999995,38.920110000000044,-76.99219999999995,38.88011000000004,-77.03219999999995
,Eastern North Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
UK,North Sea,North Sea,7,POI,51.917170000000056,-0.6608999999999696,51.92217000000006,-0.6558999999999696,51.91217000000005,-0.6658999999999696
Korea (South),"East coast, 1993-94","94 W South St, Coats, North Carolina, 27521",9,StreetAddress,35.40307754732931,-78.67271617506715,35.40407754732931,-78.67171617506715,35.40207754732931,-78.67371617506716
Korea (South),"Shinsudo, Sacheon, 1988","Sacheon, North Chungcheong",7,Locality,37.02070000000003,127.50870000000009,37.03070000000003,127.5187000000001,37.010700000000035,127.49870000000008
NA,northeastern Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
NA,Mediterranean Sea,Mediterranean Sea,1,POI,35.00000000000006,20.000000000000057,55.00000000000006,40.00000000000006,15.000000000000057,5.684341886080802e-14
NA,Eastern North Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
NA,Northeastern Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
Brazil,Ceará,"Ceara, Fortaleza, Ceará",1,Locality,-3.7172199999999407,-38.54305999999997,-3.6002199999999407,-38.42605999999997,-3.8342199999999407,-38.660059999999966
,Northeastern Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
Norway,Norway,Norway,1,Locality,62.00000000000006,10.000000000000057,71.97200000000005,19.972000000000058,52.028000000000056,0.028000000000057312
NA,Not specified.,NA,1,Locality,-22.138976121999974,17.22149898400005,-15.756976121999973,23.60349898400005,-28.520976121999976,10.839498984000048
Russia,Primorye,Primorye,7,POI,43.11021002553525,131.87867001168553,43.11522000000003,131.8839700000001,43.105220000000024,131.8739700000001
USA,"Beaufort, North Carolina","Beaufort, North Carolina",6,Locality,34.71920000000006,-76.66003999999998,34.74020000000006,-76.63903999999998,34.69820000000006,-76.68103999999998
USA,"Tampa, Florida","Tampa, Florida",1,Locality,27.946530000000052,-82.45926999999995,28.133530000000054,-82.27226999999995,27.75953000000005,-82.64626999999994
Mexico,"Laguna de Tamiahua, northern Mexico","Calle Laguna de Tamiahua, El Seminario 1ra. Sección, Toluca, México, 50170",9,StreetName,19.272019500000006,-99.6714855,19.273019500000007,-99.6704855,19.271019500000005,-99.67248550000001
Mexico,Laguna de Términos,Laguna de Términos,1,POI,18.616670000000056,-91.54999999999995,18.866670000000056,-91.29999999999995,18.366670000000056,-91.79999999999995
USA,Mid-Chesapeake Bay,Chesapeake Bay,1,POI,37.00255000000004,-76.04735999999997,57.00255000000004,-56.04735999999997,17.002550000000042,-96.04735999999997
USA,"Near Beaufort, North Carolina","Beaufort, North Carolina",6,Locality,34.71920000000006,-76.66003999999998,34.74020000000006,-76.63903999999998,34.69820000000006,-76.68103999999998
USA,Off North Carolina,"Off Rd, Etowah, North Carolina, 28729",9,StreetName,35.33424469125092,-82.6100538321885,35.33524469125092,-82.6090538321885,35.333244691250925,-82.6110538321885
Brazil,"Lagoa dos Patos, Rio Grande",Lagoa dos Patos,1,POI,-31.099999999999966,-51.24999999999994,-30.849999999999966,-50.99999999999994,-31.349999999999966,-51.49999999999994
Argentina,"Rosario to Corrientes, La Plata river system","Corrientes, La Plata, B1900, Buenos Aires",9,StreetName,-34.90990869294817,-57.95039807238318,-34.908908692948174,-57.94939807238318,-34.91090869294817,-57.95139807238318
NA,California Current region,Current,7,POI,32.69443000000007,-117.16677999999996,32.69943000000007,-117.16177999999996,32.689430000000065,-117.17177999999996
Costa Rica,Gulf of Nicoya,"Guanacaste, Nicoya, Nicoya",1,Locality,10.143800000000056,-85.44994999999994,10.268800000000056,-85.32494999999994,10.018800000000056,-85.57494999999994
